productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
B0000ABOHR,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,0/3,1.0,949104000,I'm very sorry but I don't know of a nice way to say this,health personal care,nutrition wellness,nutrition bars drinks
B000Q9KOIS,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,0/1,3.0,949190400,"The Almond Brownie bar was OK. The taste was just as good as any other power-type bar that I've tried. But it wasn't something that I'd crave. I expected it to provide me with more energy, kind of like taking a vitamin. Perhaps not that day, but the next. To be honest, I didn't notice much difference in my level of energy. With the price that they charge for purchasing a power bar, I don't think I'd recommend it to friends and family. I do think that I may purchase them again for myself though.",health personal care,nutrition wellness,nutrition bars drinks
B00029F51I,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,0/1,3.0,949190400,"The Almond Brownie bar was OK. The taste was just as good as any other power-type bar that I've tried. But it wasn't something that I'd crave. I expected it to provide me with more energy, kind of like taking a vitamin. Perhaps not that day, but the next. To be honest, I didn't notice much difference in my level of energy. With the price that they charge for purchasing a power bar, I don't think I'd recommend it to friends and family. I do think that I may purchase them again for myself though.",health personal care,nutrition wellness,nutrition bars drinks
B000N78RYQ,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,0/1,3.0,949190400,"The Balance chocolate brownie bar with almonds was not the best tasting product out there on the market today. It was heavy and somewhat filling, but very thick, dense, and tasted bland. It really left something to be desired. It was chewy like a brownie and it sort of resembled a brownie, but upon biting into the bar, you just know it's not a brownie. After the first bite, it was kind of hard to eat. It reminded me of these terrible diet cookies that tasted as though they were filled with sawdust. It really needs more taste. Overall, I rated the brownie bar as three stars because I suppose that taste versus nutrition is a tradeoff.",health personal care,nutrition wellness,nutrition bars drinks
B0000ABOHR,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,0/0,4.0,949190400,"I really liked the flavor of the bars. They were a little sticky however. You need your beverage near by. The ingredients were about the same as other bars, but I felt the flavor was better! I would definitely recommend this product to people who are health minded. I hope the other flavors are as good.",health personal care,nutrition wellness,nutrition bars drinks
B000052YAC,Crest Glide Dental Floss,unknown,0/0,5.0,949190400,"This is a very clever product. I love the idea of the window to see how much floss you have. There's nothing like going to floss, pulling out floss, and having only two inches to floss with! It's thicker than what I'm used to, therefore making it somewhat harder to get in between my teeth, but maybe I'm half-asleep and couldn't floss anyway! Being how it's thicker, there's an advantage ? it's much softer on the gums. After I floss I don't look like I've been in a fighting match with my spouse! I would definitely buy it and recommend it to anyone with sensitive gums!",health personal care,personal care,oral hygiene
B00005305Z,"Arrid XX Solid Antiperspirant & Deodorant, Regular - 2.7 oz",unknown,0/0,5.0,949190400,I really liked this deodorant. I would highly recommend it to anyone interested in purchasing a new brand of deodorant.,health personal care,personal care,deodorants antiperspirants
B00029F51I,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,1/1,4.0,949276800,"The Balance Almond Brownie Bar provides a nutritious alternative for when you need a chocolate fix. Unlike other nutritional food bars I've tried, this one pays close attention to providing not only the vitamins you need but also the minerals. Without sacrificing taste, it provides a good balance of carbohydrates, fats, and proteins. While it did taste rather good (especially compared to some of the other brands of bars I've tried that resembled flavored cardboard in taste and texture) the Almond Brownie Balance Bar is somewhat dry, though consuming it with a tall, cold glass of milk resolves this issue.",health personal care,nutrition wellness,nutrition bars drinks
B0000530P9,"Neutrogena Sunless Tanning Spray, Medium - 3.5 fl oz",unknown,2/4,5.0,949276800,"The Neutrogena Sunless Tanning Spray is an excellent product. Currently, it's winter in Indiana, and the Neutrogena Sunless Tanning Spray gives my skin an excellent glow. It's a pleasure to use because it has a wonderful fragrance, and it dries fast on my skin. It makes my skin look natural, and there's no horrible streak. The Neutrogena Sunless Tanning Spray is an excellent product to use, especially for people who live in freezing weather.",beauty,skin care,sun
B0000532D6,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,0/0,5.0,949363200,"I thought these nutrition bars were quite good. I've tried nutrition bars in the past and have always been disappointed. These bars not only tasted good, but they actually filled me up. I'm a college student and a lot of times I don't have time to stop and eat a full meal between classes. These bars were perfect for an on-the-go burst of energy. I've already recommended them to my fellow roommates and they all enjoyed these bars as well.",health personal care,nutrition wellness,nutrition bars drinks
B0000ABOHR,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,0/0,2.0,949449600,"The only way I can describe these bars is with the word sweet. Too sweet, in fact. They have a good taste as long as you have a real sweet tooth. They're good on the run, but unless you're used to lots of sugar in the morning, I wouldn't recommend them for breakfast. Maybe in place of dessert though.",health personal care,nutrition wellness,nutrition bars drinks
B000052XGM,Kotex Kotex Overnight Maxi Pads - 14,unknown,1/1,4.0,949449600,"I feel this product was very absorbent, and I'd use it again. However, I do like the pads with wings, because my flow is very heavy, and they prevent stains. I'd use these on days my flow is lighter. I'd recommend this product to friends and family, and women who don't have extremely heavy flow.",health personal care,personal care,feminine care
B0000532D6,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,0/0,4.0,949536000,"The taste was slightly chalky but altogether pleasing. After all, it's NOT a candy bar! Also, it would be a great idea to place a set of instructions for use in with the product. I ate one bar for breakfast and one for lunch, but I had no idea if that was a reasonable use of the product. Finally, the bars are easy to open and easy to carry in a purse or a backpack. I'll be buying more Balance Bars for my meals of the future!",health personal care,nutrition wellness,nutrition bars drinks
B0000530PB,"Neutrogena UVA/UVB Sunblock Lotion, SPF 45, 4 Fluid Ounce (118 ml)",unknown,2/3,4.0,949622400,"There are two features I like most. One is that it's oil-free. My skin is oily and this sunblock's oil-free characteristic make me feel good. It also has a refreshing function and makes me feel energized. Another thing I like is that it has little scent, and seems to be fragrance-free. On hot days, it's perfect. As for the protection from UVA/UVB, I'm not sure because the weather here isn't hot enough!",beauty,skin care,sun
B00029F53G,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,0/0,5.0,949622400,I really like this nutrition bar. I've tried many nutrition bars over the years and I rate this one right in the top two or three. It's very tasty -- much like a cross between a chocolate/raspberry truffle and a 3-Musketeers bar. My kids like them too.,health personal care,nutrition wellness,nutrition bars drinks
B0000532D6,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,0/0,5.0,949622400,I really like this nutrition bar. I've tried many nutrition bars over the years and I rate this one right in the top two or three. It's very tasty -- much like a cross between a chocolate/raspberry truffle and a 3-Musketeers bar. My kids like them too.,health personal care,nutrition wellness,nutrition bars drinks
B00029F53G,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,0/1,4.0,949622400,"Very tasty, my kids loved them. They're kind of messy though -- my three year old got the other layer of yogurt covering all over himself and everything else he touched. These bars are great if you don't have time in the morning to fix a big breakfast -- just eat one of these and you're good to go 'til lunchtime.",health personal care,nutrition wellness,nutrition bars drinks
B0000532VC,"Comfort Bath Value Size! Personal Cleansing, Ultra-Thick Disposable Washcloths, 32 ea",unknown,0/0,5.0,949708800,"The Comfort Bath disposable washcloths were conveniently packaged and easy to use. The reseal feature is very useful. Each cloth was very moist and had a pleasing fragrance. The material was substantial, yet soft. I used them to bathe my sick child. I plan to use them in the future on camping trips, where bathing facilities are not easily accessible.",health personal care,medical supplies equipment,daily living aids
B0000530S5,"Colgate Whitening Fluoride Toothpaste, Baking Soda & Peroxide Whitening (Brisk Mint Paste)- 8.2 oz",unknown,1/1,3.0,949795200,"When I first tried this product, I thought that it tasted great. It tasted like a fresh breath of mint gum. But the taste soon wore off, and it started to taste like the polish that a dentist uses. I dislike the pasty taste. I guess that I'm more of a gel-type of person. It was a good performing toothpaste, effective in cleaning my teeth. If you're looking for a good toothpaste, I would recommend it, if you prefer a toothpaste to a gel.",health personal care,personal care,oral hygiene
B000052XWP,Dr Scholls Dyna Step-Women's,unknown,0/0,5.0,949881600,This is an excellent product. Very comfortable and easy to use. I didn't have any discomfort adjusting to using these insoles. They make walking more comfortable.,health personal care,health care,foot care
B000052WWY,"Curity Disposable Nursing Pads, 66 Pads",unknown,0/0,4.0,949968000,I've used several different types of nursing pads in the past and have had problems with several brands. I really liked the Curity Nursing Pads because they were so thin and felt really comfortable. There are several nursing pads I've found to be too bulky and were noticeable through my clothing. I have several friends who are currently nursing and I'd definitely recommend these to them.,health personal care,baby child care,personal care
B000A2BCMI,"PowerBar Harvest Whole Grain Energy Bar, 2.29-Ounce Bars (Pack of 15)",unknown,0/0,3.0,950140800,"What I liked about this product was the fresh taste. This bar was moist and you could really taste the ingredients (peanut butter and chocolate chips.) For me, the bar was very filling just by itself, but for my husband it wasn't as filling. Overall, the bar was of good quality and tasted good. I think that compared to other bars of the same nature, this one would have to be better.",health personal care,nutrition wellness,nutrition bars drinks
B000A2BCMI,"PowerBar Harvest Whole Grain Energy Bar, 2.29-Ounce Bars (Pack of 15)",unknown,0/0,4.0,950140800,"I really liked the taste of the Power Bars. They were by far the best food bars I've ever eaten. They didn't really taste like peanut butter, but the chocolate was good. They were very dense, so it was hard to eat the whole thing. I really enjoyed them a lot!",health personal care,nutrition wellness,nutrition bars drinks
B000052YFY,"Banana Boat Aloe After Sun Lotion, 16 Fluid Ounces",unknown,1/1,4.0,950227200,"It's very soothing, and it has a nice feel once you put it on. The bottle has a nice applicator. I like a clear container, so you can easily see how much is left. It moisturizes the skin very well, too. It feels a little oily, but not too bad. No unpleasant odor.",beauty,skin care,sun
B0001533CG,"PowerBar Harvest Whole Grain Energy Bar, 2.29-Ounce Bars (Pack of 15)",unknown,0/0,4.0,950313600,"I thought this Power Bar was great! I'm a fitness nut always looking for ways to improve my level of fitness. This will certainly be added to my shopping list. The chocolate taste was superb, and the bar was quite filling. With only four grams of fat and seven grams of protein, it was a great snack that filled me up. And I do mean filled me up. With a large glass of water, it kept me going for a couple of hours without being hungry. The texture of the bar, if you're not use to sports bars, was heavy, but that's where the """"filling"""" comes in. It lives up to its promise to being a moist and crunchy energy bar! I'd surely recommend it over other ones that I've tasted. The real chocolate really makes the bar!",health personal care,nutrition wellness,nutrition bars drinks
B000052YD8,Scope Original Mint Mouthwash 50.7 Fl Oz,unknown,1/1,5.0,950400000,"I was really impressed with this product. Always before I'd used Listerine. However, Scope had a much better taste and wasn't quite so strong. It had a nice tingle but it didn't make my mouth feel like it was burning. It also made my mouth feel a lot cleaner for a lot longer time. If I used it right before bed, I didn't wake up with bad morning breath.",health personal care,personal care,oral hygiene
B0000530PZ,"Kleenex Ultra Soft White Tissues, 3-Ply - 180 ct",unknown,0/0,5.0,950486400,I really liked this product a lot. They work great for keeping the nose from becoming sore and they're really strong as well. The Cold Care Ultra product is even better than the lotion type. It worked just as well to prevent my nose from getting sore. And you don't have to worry if you used them on the fly to wipe your glasses clean. Definitely switching to these. I give them a high 5 stars.,health personal care,household supplies,paper plastic
B000EM192M,"PowerBar Harvest Whole Grain Energy Bar, 2.29-Ounce Bars (Pack of 15)",unknown,0/2,2.0,950486400,"These didn't really taste the way I expected and I didn't care for them. I like peanut butter and chocolate chips, but I just didn't like them together. My son and husband both loved them, so I guess it's your preference. Maybe I will try a different flavor because I need all the energy I can get.",health personal care,nutrition wellness,nutrition bars drinks
B0000532I1,"Depend Fitted Protective Briefs, Maximum Protection",unknown,2/3,5.0,950486400,Depends Fitted Briefs withstood our test! We had NO nighttime leaks. Other products that we've used so far have always eventually leaked. We're pleased with this product and will recommend it to others looking for a nighttime diaper system for bigger children or adults.,health personal care,health care,incontinence
B0000530PZ,"Kleenex Ultra Soft White Tissues, 3-Ply - 180 ct",unknown,0/0,5.0,950659200,Wonderfully soft and thick. Nice design on the package. Will be great to use with a head cold (nice and soft on the nose).,health personal care,household supplies,paper plastic
B00000JD5S,Rubik's Cube Brain Teaser Puzzle with Helpful Hints,unknown,0/0,4.0,950745600,"For ten years this dispicably sadistic yet pretty fun puzzle has been like a laughing jock who knows you have the lowest consecutive chin-up average in the tri-classroom radius. However, after countless hours that flew by as seconds I have the dummy's solution to this mind-boggler. The 4 star fun rating I gave to the infamous Rubik's cube is indeed only if you know how to solve it, otherwise I'd say a 3 better suits it. Still alot of fun, though.",toys games,puzzles,unknown
B00000IWEU,Catch Phrase!,unknown,9/10,5.0,950832000,"This is a great, simple game for any size group from 1st grade on up through adult. There are some words and phrases that are either inappropriate or over the head of the youngest players, but for the most part definitely playable. The only problem is that it's not presently in any stores and unavailable even on the internet. Come on Hasbro, get the game out again. After playing it several times now with several different groups, everyone wants to buy it! We are anxiously awaiting!",toys games,grown up toys,unknown
B0000530PZ,"Kleenex Ultra Soft White Tissues, 3-Ply - 180 ct",unknown,0/0,5.0,950832000,"These have really been well received in my """"sick"""" household. They feel good on sore noses and don't break through too bad when you sneeze. Pretty box as well.",health personal care,household supplies,paper plastic
B000052Y8L,"Crest Sensitivity Protection Toothpaste, Mild Mint - 6.2 oz",unknown,1/1,4.0,950918400,"I really liked the taste and it did seem to make my teeth feel cleaner. It seemed to have a softer texture than regular toothpaste. I'd recommend it. However, my husband felt after a day or two of using it, his teeth felt MORE sensitive. Even just breathing in cold air seemed to bother his teeth.",health personal care,personal care,oral hygiene
B000A2BCMI,"PowerBar Harvest Whole Grain Energy Bar, 2.29-Ounce Bars (Pack of 15)",unknown,1/2,5.0,951004800,"The Peanut Butter Chocolate Chip Harvest Power Bars are great! My husband and I like to use them during our bike rides. We typically ride between 30-40 miles at a time, and half way through, we like to stop and take a Power Bar break. The Power Bars are great for giving you a little bit of extra energy, plus they help if you're getting a little hungry. They're a nutritious snack and they taste great. The Harvest Bars have the texture of a granola bar. The other bars have a smooth texture, whereas these give you some crunch. It really does taste like Peanut Butter Chocolate Chip. I would definitely recommend this product to someone if they asked for a recommendation for an energy bar. Great stuff!",health personal care,nutrition wellness,nutrition bars drinks
B0000530MP,"Gillette Satin Care Shave Gel, Dry Skin, 7-Ounce Bottle (Pack of 6)",unknown,0/0,4.0,951004800,"I was pretty impressed with this product. It smelled great, and left my skin soft and smooth. I'll definitely buy this again.",health personal care,personal care,shaving hair removal
B000054P4U,Pantene Pro-V Shampoo Always Smooth 25.4-Ounce Bottle,unknown,2/2,5.0,951004800,I love this product. It left my hair soft and silky. I always have to use a extra conditioner but not with Pantene Pro-V. Great results for me.,beauty,hair care,shampoos
B00005309F,Revlon Revlon Mitchum Power Gel Anti-Perspirant Deodorant Sport,unknown,0/0,4.0,951091200,"I found Mitchum Clear Gel Anti-Perspirant and Deodorant to be very effective at controlling both odor and wetness. This was the first time I'd used a gel instead of a solid, and I was very pleased with it. The super sport scent was also very nice. I'd recommend this item to friends and family.",health personal care,personal care,deodorants antiperspirants
B0000532I1,"Depend Fitted Protective Briefs, Maximum Protection",unknown,1/2,5.0,951091200,"I choose this product because I help care for my elderly grandmother. This product deserves its name. She suffers with bladder control both day and night. The fit of these is great, especially in the leg area. The absorbency is excellent. She has spent a lot of restless nights having to get up and change, because of leakage and just feeling wet. This was never a problem with the Depends. She just slept through the night. I would recommend this product to everyone. They're rather costly, but you get just what you pay for and that's what really counts.",health personal care,health care,incontinence
B000052YNU,Lac-Hydrin Five Lac-Hydrin Five Lotion,unknown,2/2,4.0,951177600,"This product made my skin smooth and luxurious. I would definitely recommend it to a friend. It greatly improved the softness of my skin. My legs and arms were very dry from the winter cold, and the heat indoors takes away more moisture from my skin. Lac-hydrin Five rejuvenated it. I think the product works better than other moisturizers I've used. Perhaps it's the lotion's ingredients. I would definitely look to purchase this.",beauty,skin care,body
B000052XGH,"Carefree Pantiliners for Medium Protection, Regular Size, Original, Lightly Scented 60 pantiliners",unknown,0/0,4.0,951264000,"Light fresh scent and absorbs well. Protects better than some other similar products I have tried, however, longer style version would help protect underpants better. Scent is also better than other similar products I have tried. Economy pack is economical and the price that drugstore.com offers is very comparable to that of the name brand super stores.",health personal care,personal care,feminine care
B0000532R9,"Tom's of Maine Natural Baby Shampoo, Honeysuckle - 12 oz",unknown,0/1,3.0,951264000,This baby shampoo performed well,beauty,hair care,shampoos
B000052YP6,"Neutrogena Norwegian Formula Hand Cream, Fragrance-Free, 2 Ounce",unknown,1/2,3.0,951264000,"This product left my hands too slippery for me to use it during the day. So I used it only at night, and my hands were much softer and smoother when I awoke. During the day I used a different product. """"Just a dab"""" was correct -- not much was required to do the job. Initially, I didn't like the feeling that my hands were coated with something, but this sensation didn't last long. I'd recommend it for use as a night hand cream. I need something during the day that isn't so slippery.",beauty,skin care,hands nails
B0000532DV,"Tom's of Maine Natural Cleansing Mouthwash, Spearmint, 16-Ounce Bottle",unknown,0/0,1.0,951264000,I tried the product once and threw it away. It tasted like I was drinking alcohol with soap in it. It had a minty aftertaste but the initial taste is pretty nasty. The aftertaste was extremely strong also. I wouldn't recommend this product to anyone. I'd stick with Scope.,health personal care,personal care,oral hygiene
B000052Y9D,"Rembrandt Low Abrasion Whitening Toothpaste with Citroxain, Original Flavor - 3 oz",unknown,0/0,3.0,951350400,"I went into this thinking the Rembrandt toothpaste might not taste that great, but I found that it had a pleasing taste. I don't know if after seven days I can judge the whitening aspects of this product (which is the primary reason I would buy it). I felt like my teeth looked better, but not significantly different. I'd buy this product and give it a longer test for sure.",health personal care,personal care,oral hygiene
B00005306V,Speed Stick Power Ultimate Sport,unknown,0/0,4.0,951523200,"I believe it kept me dry similar to other products, but there were two things that I found I disliked. First, the odor of the product was overpowering, even after an hour or two. I don't like the girly smell. Also, after applying the product, it would get on any pullover shirt. Beyond these two dislikes, I believe the product was very good and did what it was supposed to do.",health personal care,personal care,deodorants antiperspirants
B000052WYP,Jolen Creme Bleach - 1 fl oz,unknown,0/0,4.0,951609600,"It wasn't as smelly or stingy as previous ones I've used. It worked the way it should, and made those """"slightly"""" darker hairs lighter. I would definitely use this product again and would recommend it to anyone who needs it.",health personal care,personal care,shaving hair removal
B00005309F,Revlon Revlon Mitchum Power Gel Anti-Perspirant Deodorant Sport,unknown,2/2,5.0,951696000,"I liked this product VERY much. I liked the fact that you don't have to use a lot, and that it doesn't leave a white residue. It dries immediately, and works very well. The scent was nice without being too overpowering. I'd definitely recommend this product to friends and family.",health personal care,personal care,deodorants antiperspirants
B000052XZ8,Ionil T Therapeutic Coal Tar Shampoo - 32 fl oz,unknown,0/0,4.0,951782400,"I was at first skeptical about this product, because it had a consistency closer to water than regular shampoo. But the Ionil T Coal Tar Shampoo has proven very effective. In the three short days I've used it, my scalp problems have cleared up. I really was amazed, because for many years I've tried different brands, including others with coal tar, obtaining results only after a week or two of using the products. I've used this product according to the directions every day for three days, and I've noticed only a slight dryness to my hair. The odor of the coal tar is very slight compared to similar products. The only drawback I see to recommending this product is the price tag. Although in the long run, it may be worth it. For this reason alone, I give this product a """"four.""""",beauty,hair care,shampoos
B0000530SM,"Rembrandt Dazzling White Toothpaste - Mint, (5 oz)",unknown,1/1,3.0,951868800,"This is a four week program, so I'm only half way through it, but so far it seems to be working! It doesn't have a very pleasant taste, and you need to leave it in your mouth for quite a while.... but it leaves your breath fresh and seems to be showing results. So far so good!",health personal care,personal care,oral hygiene
B000052YOV,Neutrogena Neutrogena Body Lotion,unknown,0/0,4.0,952041600,"My mom and I used the cream many times. Mainly because we both get dry skin, I have to say that we loved it. My mom is definitely gonna buy it again. It smells pretty nice, too.",beauty,skin care,body
B000052YDA,"Scope Mouthwash, Cool Peppermint, 50.7 Ounces",unknown,0/1,5.0,952041600,I liked the great taste of this mouthwash. The taste wasn't really medicine-like or strong. The Scope Cool Peppermint Mouthwash left my mouth with a clean taste. I've tried other washes and I prefer the Scope because it didn't burn my mouth like others have.,health personal care,personal care,oral hygiene
B0000532QV,"Tom's of Maine Natural Deodorant Body Bar, Unscented, 4-Ounce Bar",unknown,0/0,4.0,952128000,"Tom's Natural Deodorant Soap does exactly what it claims to do. It has a very creamy consistency, lathers nicely, doesn't dry out your skin, and works well as a deodorant. It was labeled unscented, and indeed it was. Although I usually like unscented products, I found I missed the perfume when I bathed and I would like to try the scented variety of this soap.",health personal care,personal care,deodorants antiperspirants
B000053033,"Pure & Natural Hypoallergenic Bar Soap, 4.5 oz - 3 ea",unknown,2/2,3.0,952128000,"I think this product isn't for people with dry skin. I have dry skin and while I was using the soap, my skin became even drier. My husband has oily skin and the soap worked perfectly for him. The bar doesn't """"melt"""" and produces a good foam that smells good. But unfortunately, I'm not going to buy it.",beauty,bath body,cleansers
B000052ZAW,"Neutrogena Rainbath Gel, Awakening - 8.5 Fluid Ounces",unknown,1/1,5.0,952214400,"Neutrogena Rainbath Awakening, Shower and Bath Gel is an absolutely wonderful product! The scent is a sweet, floral scent that's strong enough to last for hours on my skin -- but isn't overpowering. It works up into a nice rich lather and makes my skin feel nice and soft. It's also nice and moisturizing. However, it's very thick and, at times, hard to pump. But that would be my only complaint about it. I felt very refreshed and smelled wonderful each time I used this. It wasn't something I used everyday, just when I wanted to feel special. I'll definitely share this with my friends!",beauty,bath body,cleansers
B0000532RH,"ACT Anticavity Fluoride Mouthwash, Mint, 18-Ounce Bottles",unknown,1/1,5.0,952300800,"I like Reach Act Anticavity Fluoride Rinse. The taste is very good. It's not too strong, so I can actually hold it in my mouth for the recommended one minute. With some other mouthwashes that's very hard to do. I really like their measuring system -- it's very convenient. Before, I'd always put mouthwash in the cap. When I screwed it back on, the mouthwash leftovers would drip and make the bottle and sink dirty and sticky. With Reach Act there's no spillage -- plus you get the right amount every time. I'd definitely recommend it to a friend.",health personal care,personal care,oral hygiene
B000052YNA,"Eucerin Dry Skin Therapy Moisturizing Creme, Original, 16 Ounces",unknown,1/1,5.0,952300800,"Thumbs up to Eucerin Original Moisturizing Creme! I've had continual problems with dry areas on both hands around my ring fingers and, due to this creme, it's finally solved!! Previous to using this product, I continually tried different products and lotions, but nothing seemed to help. I'm excited to share this creme with the rest of my family for their problem areas too. The creme is a little thick, but I think you'll find it's worth it, having your dry-skin problems solved. The container is very large and will probably last for a very long time, because it is very concentrated.",beauty,skin care,body
B0000530R6,"Oral-B Super Floss, Dental Floss, Mint (50-Count)",unknown,0/0,4.0,952300800,"I really liked the foam type floss, it makes it much more comfortable by my gums and the stiffened end helps to get under my braces. Great product.",health personal care,personal care,oral hygiene
B000052YOJ,Neutrogena Norwegian Formula Body Moisturizer Fragrance-Free 300ml/10.1oz,unknown,0/0,3.0,952387200,"I've used Neutrogena products for a long time and I really like the brand. I would say this isn't a moisturizer that I'd buy. I have really dry hands and this product didn't do much to help make them feel softer. The lotion is very runny and took quite a while to absorb, even though their bottle says, """"absorbs quickly."""" I do like that it's fragrance-free and doesn't contain mineral oils, though. It might be all right for moderate to dry skin, but not strong enough for severely dry skin.",beauty,skin care,body
B000052YNM,Jergens Original Scent Lotion with Cherry Almond Scent for Dry Skin - 15 fl oz,unknown,0/0,5.0,952646400,The Jergens Cherry Almond Scent Lotion is one of the best products that I've ever used. It has a refreshing aroma. The lotion wasn't greasy and left my hands and feet feeling very soft after only a couple of applications. I highly recommend this product.,beauty,skin care,body
B0000530MS,"The Gillette Series Shave Gel, Ultra Protection, 7-Ounce Bottle (Pack of 6)",unknown,0/0,4.0,952646400,"I really liked the conditioning ability of the shaving gel. It made for a smooth close shave with less chance of cutting myself. However, I found the scent to be overwhelming and obnoxious. I prefer a lighter scent or no scent at all. All in all, I'd recommend this product for those of us with hard-to-shave skin who enjoy more strongly scented products.",health personal care,personal care,shaving hair removal
B0000530K3,"Gillette Good News Disposable Razors for Men, Plus - 10 ea",unknown,0/0,5.0,952819200,"I didn't realize that these were a men's product when I chose them, but they worked really well for me. I needed an inexpensive disposable razor (I use men's usually) for shaving my legs. These provided a surprisingly close shave and were very comfortable to use and hold. I'd highly recommend them and the price is excellent.",health personal care,personal care,shaving hair removal
B000052Y0Y,"Aussie Mega Hair Spray, Flexible Hold, 14 oz (396 g) Bottles, Case of 4",unknown,0/0,5.0,952905600,"I've used Aussie shampoos and conditioners in the past, but hadn't tried their hairspray. It holds well without being sticky and has a pleasant aroma. I priced it and that's the only thing I can find negative about this particular product. I can purchase a similar product at a lower cost.",beauty,hair care,styling products
B000052XZ4,Infusium 23 Shampoo 1 Volume Builder,unknown,0/0,4.0,953164800,"The Infusium 23 shampoo was adequate. I enjoyed the light fragrance, it wasn't overpowering like some other shampoos. I also liked the fact that it took only a small amount to work up a good lather. I couldn't tell if the shampoo held up to its claims of adding more body or not, I don't have limp, fine hair, so it was hard to tell. I do have shoulder length hair, which I use styling products on. I noticed Infusium 23 did a good job of removing the styling product residue. Overall, I'd rate the product adequate, but not outstanding.",beauty,hair care,shampoos
B000052XYZ,"Herbal Essences Shampoo, Moisturizing for Normal Hair - 12 fl oz",unknown,0/0,4.0,953251200,"What I really like about this shampoo is the fragrance. For me, shampoos tend to either be way too fragrant or not fragrant enough. This one was just right. I also have lots of allergies to perfumes, but this one didn't affect me. It seemed to get my hair clean, but I still required conditioner, as my hair was still dry after using it. I'd recommend it and think the price is fair.",beauty,hair care,shampoos
B0000530EV,"Aussie 3 Minute Miracle, Original - 16 fl oz",unknown,0/1,3.0,953337600,I think this reconstructor is great. My hair's texture improved. Great fragrance.,beauty,hair care,unknown
B000053033,"Pure & Natural Hypoallergenic Bar Soap, 4.5 oz - 3 ea",unknown,3/3,5.0,953424000,"Winter is hard on my skin and we've had an exceptionally dry winter. My skin has become very sensitive and dry as well. This soap is very mild and did not irritate my already sensitive skin. In fact, it seemed to lessen the dryness and flakiness I'd been experiencing. It had no strong aroma. I'd use it again and recommend it to others.",beauty,bath body,cleansers
B000052YCX,LISTERINE Antiseptic Mouthwash 16.7 fl oz (500 ml),unknown,0/1,4.0,953510400,"This product was very good. I typically buy the lower-end mouthwashes, because they're much cheaper. But I found the Listerine to be far superior than those products.",health personal care,personal care,oral hygiene
B0000532VS,Neutrogena Clean Balance Normalizing Conditioner 10.1 Oz,unknown,0/0,5.0,953510400,The Neutrogena Clean Conditioner Balancing for Normal Hair delivers as it promises and I find it wonderful. It refreshes and lightens up my hair. Just like all the other Neutrogena products -- I love them all.,beauty,hair care,conditioners
B0000530MX,"Skintimate Moisturizing Shave Gel, Sensitive Skin - 7 Oz",unknown,0/0,4.0,953510400,"I really did like this gel. It worked very well for me. But one thing I didn't care for was its smell. I'd definitely buy Skintimate Shaving Gel, but not that particular scent. But I'd recommend it to anyone.",health personal care,personal care,shaving hair removal
B000052Y8N,"Crest Neat Squeeze Tartar Control Gel, Fresh Mint - 6 oz",unknown,0/0,4.0,953683200,"I was pleased to try out this product and am happy to give it good reviews. I've always been influenced by the Crest name and now that they've combined all of these benefits in one (tartar protection, great tasting gel, and a neat squeeze tube), it just makes the product more appealing to a wider group of consumers. I'll be looking for this product the next time I'm shopping for toothpaste.",health personal care,personal care,oral hygiene
B000Q9KOIS,"Balance Bar Nutrition Energy Bar, 1.76-Ounce Bars (Pack of 15)",unknown,0/0,5.0,953856000,"I'm a college student and I found this bar to be extremely convenient. The day after I received them I woke up ten minutes before class began. I jumped out of bed, grabbed a bar, and raced towards class. The bar was incredible -- it had a sweet peanut flavor that wasn't too sweet. It had a pleasant aftertaste, unlike other bars. The bar was light but satisfying. Usually I end up eating too much and falling asleep in class. Whether it was the nutrition or the ginseng, this product was great for energy. I'd use it again and again.",health personal care,nutrition wellness,nutrition bars drinks
B00005332A,"Neutrogena Moisture Boosting Body Wash, 6.7 Fluid Ounce",unknown,0/0,3.0,953856000,"This product made my skin smoother, just like it claimed. It's much thicker than other body washes and lathers well. The scent could be better. The aroma isn't bad, just not really good either. It smelled similar to fabric softener. This is a gentle, lotion-like body wash. It's not a body scrub, so if you want exfoliation, you have to use a loofa or bath scrubber with it.",beauty,bath body,cleansers
